Dis No,Year,Seq,Disaster Subgroup,Disaster Type,Disaster Subtype,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,Total Affected,Total Damages Adj
1914-0025-JPN,1914,25,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Akita Senboku,,,7,Richter,39.2,139.8,1914,3,16,1914,3,16,94,1920,0
1915-0002-ITA,1915,2,Geophysical,Earthquake,Ground movement,Italy,ITA,Southern Europe,Europe,"Avezzano, Marsica (Abruzze)",,,8,Richter,42.02,13.26,1915,1,13,1915,1,13,29980,0,1731858
1915-0004-USA,1915,4,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,El Centro (California),,,6,Richter,32.47,-115.33,1915,6,22,1915,6,22,6,0,28864
1918-0011-PHL,1918,11,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,"Mindanao, South Cotabato",,Tsunami/Tidal wave,8,Richter,8.29,124.4,1918,8,15,1918,8,15,100,0,0
1918-0008-PRI,1918,8,Geophysical,Earthquake,Ground movement,Puerto Rico,PRI,Caribbean,Americas,Mona Passage,,Tsunami/Tidal wave,8,Richter,18.06,-67.54,1918,10,11,1918,10,11,116,0,562982
1920-0014-ITA,1920,14,Geophysical,Earthquake,Ground movement,Italy,ITA,Southern Europe,Europe,"Carrara, Farfagnana",,,6,Richter,44.3,10.3,1920,9,7,1920,9,7,1400,0,0
1923-0006-JPN,1923,6,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Kanto plaine (Yokohama,Tokyo)",,Fire,8,Richter,35.41,139.3,1923,9,1,1923,9,1,143000,203733,10282909
1923-0020-IRN,1923,20,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Turbat-Haklari,,,6,Richter,35.2,59.2,1923,5,26,1923,5,26,2200,0,0
1925-0005-USA,1925,5,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,Santa Barbara (California),,,6,Richter,34.25,119.41,1925,6,29,1925,6,29,13,0,133203
1927-0007-JOR,1927,7,Geophysical,Earthquake,Ground movement,Jordan,JOR,Western Asia,Asia,"Nablus, Damiya",,,6,Richter,31.92,35.63,1927,7,11,1927,7,11,268,0,0
1927-0004-JPN,1927,4,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Tango, Honshu",,,7,Richter,35.63,135.01,1927,3,7,1927,3,7,3022,79540,672395
1928-0005-TUR,1928,5,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Torbah-Izmir,,,0,Richter,38.25,27.1,1928,3,30,1928,3,30,50,209,0
1929-0013-NZL,1929,13,Geophysical,Earthquake,Ground movement,New Zealand,NZL,Australia and New Zealand,Oceania,Murchison,,"Slide (land, mud, snow, rock)",8,Richter,-41.55,172.25,1929,6,17,1929,6,17,17,0,0
1929-0012-IRN,1929,12,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Kopet-Dagh, Beinin",,,7,Richter,37.8,57.8,1929,5,1,1929,5,1,3253,1121,0
1930-0006-MMR,1930,6,Geophysical,Earthquake,Ground movement,Myanmar,MMR,South-Eastern Asia,Asia,"Pegu, Rangoon",,Tsunami/Tidal wave,8,Richter,17.86,96.43,1930,5,5,1930,5,5,500,0,0
1930-0025-IRN,1930,25,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Salmas,,,7,Richter,38.09,44.78,1930,5,6,1930,5,6,1360,0,0
1930-0008-ITA,1930,8,Geophysical,Earthquake,Ground movement,Italy,ITA,Southern Europe,Europe,"Irpina, Naples",,,6,Richter,40.92,15.38,1930,7,23,1930,7,23,1883,10000,87398
1930-0012-JPN,1930,12,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Idu (Honshu),,,7,Richter,35.05,139.13,1930,11,26,1930,11,26,259,26122,0
1930-0017-MMR,1930,17,Geophysical,Earthquake,Ground movement,Myanmar,MMR,South-Eastern Asia,Asia,"Nyauglebin, Toungoo, Pyu",,,7,Richter,18.23,96.3,1930,12,4,1930,12,4,36,0,0
1931-0001-NIC,1931,1,Geophysical,Earthquake,Ground movement,Nicaragua,NIC,Central America,Americas,Managua,,,6,Richter,13.2,-85.7,1931,3,31,1931,3,31,1000,0,288011
1931-0004-NZL,1931,4,Geophysical,Earthquake,Ground movement,New Zealand,NZL,Australia and New Zealand,Oceania,"Wairoa, Hastings, Napier Hawke's Bay",,,7,Richter,-39.66,176.42,1931,2,3,1931,2,3,256,11000,480019
1931-0011-SLB,1931,11,Geophysical,Earthquake,Tsunami,Solomon Islands,SLB,Melanesia,Oceania,San Cristobal isl.,Earthquake,,8,Richter,11.12,161.11,1931,10,4,1931,10,4,50,0,0
1933-0007-USA,1933,7,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,Long Beach (California),,Tsunami/Tidal wave,6,Richter,33.62,117.97,1933,3,10,1933,3,10,116,0,868452
1933-0001-JPN,1933,1,Geophysical,Earthquake,Tsunami,Japan,JPN,Eastern Asia,Asia,Sanriku,Earthquake,,8,Richter,39.22,144.62,1933,3,3,1933,3,3,3000,0,0
1935-0005-PAK,1935,5,Geophysical,Earthquake,Ground movement,Pakistan,PAK,Southern Asia,Asia,Quetta (Baluchistan),,Tsunami/Tidal wave,8,Richter,29.5,66.8,1935,5,31,1935,5,31,60000,25000,0
1935-0003-TWN,1935,3,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,"Taihoku, Taichu,n Mialoi",,,6,Richter,24.3,124.3,1935,4,21,1935,4,21,3276,101588,0
1935-0006-TWN,1935,6,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,Xiinzhu,,,7,Richter,24.6,120.8,1935,7,17,1935,7,17,2746,156004,0
1938-0002-TUR,1938,2,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Kirsehir,,,7,Richter,39.51,33.87,1938,4,19,1938,4,19,149,800,0
1939-0010-TUR,1939,10,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Erzincan (Anatolia),,Tsunami/Tidal wave,8,Richter,39.77,39.57,1939,12,27,1939,12,27,32962,585000,419844
1939-0008-TUR,1939,8,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Erzican, Tercan region",,,6,Richter,39.7,10.4,1939,11,21,1939,11,21,13,0,0
1939-0023-TUR,1939,23,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Dikili,,,6,Richter,39.21,27.16,1939,9,22,1939,9,22,60,68,0
1940-0009-PER,1940,9,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,Callao,,Tsunami/Tidal wave,8,Richter,-10.5,-77.0,1940,5,24,1940,5,24,179,3500,0
1940-0001-ROU,1940,1,Geophysical,Earthquake,Ground movement,Romania,ROU,Eastern Europe,Europe,Bucharest,,,7,Richter,45.8,26.8,1940,11,10,1940,11,10,980,0,208426
1940-0007-TUR,1940,7,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Develi-Erciyes, Kayseri",,,0,Richter,38.4,35.5,1940,2,20,1940,2,20,37,0,0
1940-0008-USA,1940,8,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,Imperial Valley (California),,,7,Richter,32.73,-115.5,1940,5,18,1940,5,18,9,0,687807
1941-0016-MMR,1941,16,Geophysical,Earthquake,Ground movement,Myanmar,MMR,South-Eastern Asia,Asia,Myanmar-China border region,,,7,Richter,22.41,99.81,1941,12,26,1941,12,26,15,0,0
1942-0011-TUR,1942,11,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Niksar, Erbaa",,,7,Richter,40.87,36.73,1942,12,20,1942,12,20,3000,0,0
1943-0027-JPN,1943,27,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Tottori (Honshu Isl.),,,7,Richter,35.45,133.99,1943,9,10,1943,9,10,1400,23217,0
1943-0007-PER,1943,7,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Yanaoca, Pampamarca",,,5,Richter,-14.2,-71.5,1943,1,30,1943,1,30,200,0,0
1943-0014-TUR,1943,14,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Ladik, Samsun, Havza",,,8,Richter,40.92,33.56,1943,11,27,1943,11,27,4020,5000,674981
1944-0026-JPN,1944,26,Geophysical,Earthquake,Tsunami,Japan,JPN,Eastern Asia,Asia,"Tonankai, Hondo",,Tsunami/Tidal wave,8,Richter,33.68,36.2,1944,12,7,1944,12,7,1223,80573,0
1944-0003-TUR,1944,3,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Gerede (West Anatolia),,,8,Richter,40.7,32.99,1944,2,1,1944,2,1,3959,0,0
1944-0010-TUR,1944,10,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Ayvalik Edremit,,,7,Richter,39.5,26.6,1944,10,6,1944,10,6,27,0,0
1945-0015-JPN,1945,15,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Mikawa (Near Nagoya, Honshu Isl.)",,Tsunami/Tidal wave,7,Richter,34.61,137.06,1945,1,13,1945,1,13,2306,22559,0
1945-0007-PAK,1945,7,Geophysical,Earthquake,Ground movement,Pakistan,PAK,Southern Asia,Asia,Makran,,Tsunami/Tidal wave,8,Richter,24.93,63.6,1945,11,28,1945,11,28,4000,0,405487
1946-0015-JPN,1946,15,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Nankaido, Tonankai (Honshu Isl.)",,Tsunami/Tidal wave,8,Richter,33.12,135.9,1946,12,21,1946,12,21,2000,0,0
1946-0010-USA,1946,10,Geophysical,Earthquake,Tsunami,United States of America (the),USA,Northern America,Americas,"Alaska, Hawi and California",Earthquake,Tsunami/Tidal wave,9,Richter,53.49,-162.83,1946,4,1,1946,4,1,165,0,374349
1946-0014-PER,1946,14,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Ancash, Quiches, Joicaibamba, Cerro Angaschaj, Cerro Sillapata",,,7,Richter,-8.41,-77.54,1946,11,10,1946,11,10,1400,0,0
1946-0023-SUN,1946,23,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,Turkmenistan,,,7,Richter,39.83,54.65,1946,11,4,1946,11,4,400,0,0
1946-0012-TUR,1946,12,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Varto-Hinis, Ustukran (Eastern Turkey)",,,6,Richter,39.3,41.2,1946,5,31,1946,5,31,840,0,0
1947-0001-IRN,1947,1,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Dustabad,,,7,Richter,33.62,58.64,1947,9,23,1947,9,23,400,0,0
1947-0013-PER,1947,13,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Satipo, Andamarca, Acpbamba, La Merced, Victoc",,,8,Richter,-10.97,-74.72,1947,11,1,1947,11,1,233,0,0
1948-0005-JPN,1948,5,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Fukui,,,7,Richter,36.5,136.0,1948,6,28,1948,6,28,5131,326000,12153392
1948-0014-PHL,1948,14,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,"Panay, Iloilo city, Antique",,,8,Richter,10.5,122.0,1948,1,25,1948,1,25,72,0,42537
1948-0011-SUN,1948,11,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,Ashkabat (Turkmenistan),,,7,Richter,37.95,58.32,1948,10,5,1948,10,5,110000,0,303835
1949-0008-SUN,1949,8,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,Tadzhik (Tajikistan),,,7,Richter,39.2,70.8,1949,7,10,1949,7,10,3500,0,0
1949-0019-TUR,1949,19,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Karliova (Anatolia),,,7,Richter,39.0,40.5,1949,8,17,1949,8,17,320,355,0
1949-0006-USA,1949,6,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,"Puget Sound, Olympia (Washington state)",,,7,Richter,47.17,-122.62,1949,4,13,1949,4,13,8,0,306809
1950-0005-PER,1950,5,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,Cusco,,,6,Richter,-13.5,-72.0,1950,5,21,1950,5,21,83,200,0
1951-0038-NIC,1951,38,Geophysical,Earthquake,Ground movement,Nicaragua,NIC,Central America,Americas,Potosi,,Tsunami/Tidal wave,6,Richter,13.0,-87.5,1951,8,3,1951,8,3,500,0,0
1951-0012-SLV,1951,12,Geophysical,Earthquake,Ground movement,El Salvador,SLV,Central America,Americas,"Jucuapa, Chinameca",,,7,Richter,13.3,-87.8,1951,5,6,1951,5,6,1100,0,258743
1951-0015-TUR,1951,15,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Kursunlu-Ilgaz,,,7,Richter,40.8,33.4,1951,8,13,1951,8,13,54,150,0
1952-0022-JPN,1952,22,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Hokkaido Isl.,,Tsunami/Tidal wave,8,Richter,42.08,143.9,1952,3,4,1952,3,4,33,200,0
1952-0036-SUN,1952,36,Geophysical,Earthquake,Tsunami,Soviet Union,SUN,Russian Federation,Europe,"Kamchatka Peninsula, Kuril Isl. (Russian Federation)",Earthquake,,0,Richter,52.62,159.78,1952,11,5,1952,11,5,0,0,0
1952-0009-TUR,1952,9,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Adana-Misis, Ceyhan",,,5,Richter,36.5,35.5,1952,10,22,1952,10,22,20,0,0
1952-0014-TUR,1952,14,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Hasankale (Erzurum province),,,6,Richter,39.9,41.7,1952,1,3,1952,1,3,103,250,0
1952-0004-USA,1952,4,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,Kern county (California),,,8,Richter,34.96,-119.0,1952,7,21,1952,7,21,12,200,659756
1952-0006-USA,1952,6,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,"Bakersfield, Kern County (California)",,,6,Richter,35.33,-118.92,1952,8,22,1952,8,22,2,270,109959
1953-0009-IRN,1953,9,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Torud,,,7,Richter,35.38,54.98,1953,2,12,1953,2,12,970,0,0
1953-0022-PER,1953,22,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,Tumbes,,,7,Richter,-3.55,-80.64,1953,12,12,1953,12,12,9,1020,0
1953-0010-TUR,1953,10,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Canakkale, Balikesir, Yenice, Onon",,,7,Richter,40.17,27.65,1953,3,18,1953,3,18,1200,50000,38963
1954-0031-PHL,1954,31,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,"Luzon, Sorsogon, Bacon, Legaspi",,,7,Richter,13.0,123.9,1954,7,2,1954,7,2,13,101,0
1955-0002-PHL,1955,2,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,"Mindanao, Lanao, Ozamis city",,,6,Richter,7.67,124.08,1955,4,1,1955,4,1,400,2000,54651
1956-0002-IRN,1956,2,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Laristan, Bastak",,,6,Richter,27.41,54.46,1956,10,31,1956,10,31,350,0,0
1956-0005-LBN,1956,5,Geophysical,Earthquake,Ground movement,Lebanon,LBN,Western Asia,Asia,"Bekaa, Litani",,,6,Richter,35.5,35.5,1956,3,16,1956,3,16,136,200,0
1957-0009-MEX,1957,9,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,"Acapulco (Guerrero), Mexico City",,Tsunami/Tidal wave,8,Richter,16.5,-99.1,1957,7,28,1957,7,28,160,100,260446
1957-0027-IRN,1957,27,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Keyur Mesqal,,Flood,0,Richter,33.4,52.5,1957,4,23,1957,4,23,44,0,0
1957-0008-IRN,1957,8,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Hazanderan, Abegarm, Caspian Shores",,,7,Richter,36.28,52.78,1957,7,2,1957,7,2,2500,10000,156268
1957-0013-IRN,1957,13,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Farsinaj (Western Iran),,,7,Richter,34.3,47.8,1957,12,13,1957,12,13,3000,5000,52089
1957-0012-MNG,1957,12,Geophysical,Earthquake,Ground movement,Mongolia,MNG,Eastern Asia,Asia,Altay,,,8,Richter,45.5,99.5,1957,12,4,1957,12,4,1200,0,0
1957-0015-TUN,1957,15,Geophysical,Earthquake,Ground movement,Tunisia,TUN,Northern Africa,Africa,"Sidi Abid, Sidi Touil, Cailloux",,,6,Richter,36.2,8.9,1957,2,20,1957,2,20,13,0,0
1957-0016-TUR,1957,16,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Abant (Bolu province),,,7,Richter,40.7,30.9,1957,5,26,1957,5,26,53,119,0
1958-0001-IRN,1958,1,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Teheran, Firuzabad (Western Iran)",,,7,Richter,34.4,47.9,1958,8,16,1958,8,16,191,984,0
1958-0006-PER,1958,6,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,Arequipa,,,7,Richter,-16.5,-72.0,1958,1,15,1958,1,15,28,0,0
1959-0010-USA,1959,10,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,Hebgen Lake (Montana),,Tsunami/Tidal wave,7,Richter,44.71,-111.22,1959,8,17,1959,8,17,28,0,110436
1959-0044-MEX,1959,44,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,Gulf of Campeche (Vera Cruz state),,,6,Richter,18.22,-94.42,1959,8,26,1959,8,26,25,200,0
1960-0010-MAR,1960,10,Geophysical,Earthquake,Ground movement,Morocco,MAR,Northern Africa,Africa,Agadir,,Tsunami/Tidal wave,6,Richter,30.45,-9.62,1960,2,29,1960,2,29,12000,25000,1187441
1960-0007-PER,1960,7,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Arequipa, Chuquibamban Caravelli, Cotahuasi",,Tsunami/Tidal wave,8,Richter,-15.75,-72.75,1960,1,13,1960,1,13,63,200,0
1960-0002-IRN,1960,2,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Lar, Gerash",,,6,Richter,28.0,54.5,1960,4,24,1960,4,24,480,0,197907
1962-0006-IRN,1962,6,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Buyin-Zara, Qazvin",,,7,Richter,35.66,49.84,1962,9,1,1962,9,1,12000,103000,290236
1962-0045-ITA,1962,45,Geophysical,Earthquake,Ground movement,Italy,ITA,Southern Europe,Europe,Irpinia,,,6,Richter,41.4,15.5,1962,8,21,1962,8,21,16,30000,0
1963-0001-LBY,1963,1,Geophysical,Earthquake,Ground movement,Libya,LBY,Northern Africa,Africa,El Marj (Barce),,,5,Richter,32.6,21.0,1963,2,21,1963,2,21,300,5375,47780
1964-0036-JPN,1964,36,Geophysical,Earthquake,Tsunami,Japan,JPN,Eastern Asia,Asia,"Niigata, Hodo Isl.",,Tsunami/Tidal wave,7,Richter,38.67,139.2,1964,6,16,1964,6,16,25,35376,7548326
1964-0021-USA,1964,21,Geophysical,Earthquake,Tsunami,United States of America (the),USA,Northern America,Americas,"Anchorage, Chitina, Glennallen, Homer, Hope, Kasilof, Kenai, Kodiak, Moose Pass, Portage, Seldovia, Seward, Sterling, Valdez, Wasilla, Whittier (Alaska)",,Tsunami/Tidal wave,9,Richter,60.91,-147.34,1964,3,27,1964,3,27,131,0,2934412
1964-0032-MEX,1964,32,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,"Guerrero, Michoacan",,,7,Richter,18.14,-100.6,1964,7,6,1964,7,6,45,4000,28306
1964-0059-TUR,1964,59,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Manyas, Bursa, Balikesir provinces (West)",,,7,Richter,40.2,28.21,1964,10,6,1964,10,6,23,13100,47177
1964-0014-TWN,1964,14,Geophysical,Earthquake,Ground movement,Taiwan (Province of China),TWN,Eastern Asia,Asia,Tainan,,,7,Richter,23.2,120.6,1964,1,18,1964,1,18,107,62485,0
1964-0027-TZA,1964,27,Geophysical,Earthquake,Ground movement,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,Northern,,,0,Richter,2.31,32.56,1964,5,7,1964,5,7,4,500,0
1965-0025-SLV,1965,25,Geophysical,Earthquake,Ground movement,El Salvador,SLV,Central America,Americas,San Marcos,,,6,Richter,13.5,-89.3,1965,5,3,1965,5,3,125,139720,325086
1965-0024-USA,1965,24,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,Seattle (Washington),,,7,Richter,47.4,-122.3,1965,4,29,1965,4,29,7,0,260069
1966-0082-PER,1966,82,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Lima, Huacho, Kuaura, Chancay, Supe, San Nicolas",,Tsunami/Tidal wave,8,Richter,-10.66,-78.23,1966,10,17,1966,10,17,120,108356,135245
1966-0051-NPL,1966,51,Geophysical,Earthquake,Ground movement,Nepal,NPL,Southern Asia,Asia,Nepal-India border,,,6,Richter,29.71,80.94,1966,6,27,1966,6,27,80,20100,9016
1966-0042-SUN,1966,42,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,Tashkent (Uzbekistan),,,0,Richter,41.2,69.1,1966,4,26,1966,4,26,10,100000,2704897
1966-0058-TUR,1966,58,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Mus province,,,0,Richter,38.5,41.3,1966,7,3,1966,7,3,14,0,0
1966-0062-TUR,1966,62,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Varto,,,7,Richter,39.24,41.57,1966,8,19,1966,8,19,2394,109500,180326
1966-0039-UGA,1966,39,Geophysical,Earthquake,Ground movement,Uganda,UGA,Eastern Africa,Africa,"W. Bwamba county, Kichwamba, Bondibogyo",,,1,Richter,0.62,29.86,1966,3,20,1966,3,20,104,5510,13524
1967-0047-TUR,1967,47,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"West Turkey -  East Turkey -  West Turkey Mudurnu, Adapazari",,,7,Richter,40.75,30.8,1967,7,22,1967,7,22,183,326073,26319
1968-0050-JPN,1968,50,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Aomori Prefecture - Hokkaido,,Tsunami/Tidal wave,7,Richter,40.5,140.43,1968,5,17,1968,5,17,47,2781,1102188
1968-0073-MEX,1968,73,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,Chiapas state,,Tsunami/Tidal wave,6,Richter,15.5,-92.7,1968,9,25,1968,9,25,15,500,0
1968-0061-PHL,1968,61,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,"Luzon Is., Manila",,Tsunami/Tidal wave,0,Richter,16.32,122.07,1968,8,2,1968,8,2,271,261,42068
1968-0071-TUR,1968,71,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"Bartin, Amasra, Cakraz (North Anatolia)",,Tsunami/Tidal wave,7,Richter,41.86,32.46,1968,9,3,1968,9,3,24,20200,0
1968-0042-IRN,1968,42,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Azarbaijan, Maku, Shah Bandalu, Qurta Bolagh, Qondeqli",,,5,Richter,39.2,44.3,1968,4,29,1968,4,29,38,5100,8414
1968-0068-IRN,1968,68,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Khorasan province,,,7,Richter,34.16,59.08,1968,8,31,1968,8,31,10000,79050,294478
1968-0023-ITA,1968,23,Geophysical,Earthquake,Ground movement,Italy,ITA,Southern Europe,Europe,Belice Valley (Western Sicily),,,6,Richter,37.7,13.03,1968,1,15,1968,1,15,224,55563,2103413
1968-0018-NIC,1968,18,Geophysical,Earthquake,Ground movement,Nicaragua,NIC,Central America,Americas,Managua,,,5,Richter,12.1,-86.2,1968,1,4,1968,1,4,0,2000,16827
1968-0099-NZL,1968,99,Geophysical,Earthquake,Ground movement,New Zealand,NZL,Australia and New Zealand,Oceania,Inangahua,,,7,Richter,-41.66,172.02,1968,5,24,1968,5,24,3,314,22456
1968-0052-PER,1968,52,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Moyobamba, Sans Martin, Yantalo, Rioja, Lamas",,,7,Richter,-5.61,-77.09,1968,6,19,1968,6,19,11,420,841
1969-0046-IRN,1969,46,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Khurasan province,,,6,Richter,37.1,57.9,1969,1,3,1969,1,3,50,48300,0
1969-0098-PER,1969,98,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Huancayo, Pariach",,,7,Richter,-11.84,-75.05,1969,10,1,1969,10,1,150,3216,39889
1969-0059-TUR,1969,59,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,"West Alasehir, Sarigol, Kirz",,,7,Richter,38.52,28.55,1969,3,28,1969,3,28,53,350,0
1970-0032-PER,1970,32,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Chimbote, Pisco, Chiclayo",,"Slide (land, mud, snow, rock)",8,Richter,-9.18,-78.74,1970,5,31,1970,5,31,66794,3216240,3995031
1970-0060-PNG,1970,60,Geophysical,Earthquake,Ground movement,Papua New Guinea,PNG,Melanesia,Oceania,Madang,,"Slide (land, mud, snow, rock)",7,Richter,-5.0,145.4,1970,11,1,1970,11,1,15,4020,13191
1970-0038-IRN,1970,38,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Karnaveh, Marev",,,7,Richter,37.73,55.88,1970,7,30,1970,7,30,176,10000,60302
1970-0068-PER,1970,68,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Piura,Tumbes",,,7,Richter,-4.03,-80.54,1970,12,9,1970,12,9,29,15252,15076
